"","month","Richemont_monthly_return","Kering_monthly_return","LVMH_monthly_return"
"89",2022-05-01,-0.514502379707324,0.870774692332919,-1.87314555310831
"90",2022-06-01,-1.11867849391007,-2.0974829948022,-1.239386722066
"91",2022-07-01,1.65031088251814,0.143867804935978,1.82530926841233
"92",2022-08-01,-0.991436236482494,-2.42483026188167,-2.16077184296386
"93",2022-09-01,1.46362530903072,0.769146268297973,0.394740857576069
"94",2022-10-01,0.1636363920095,-0.0107790389150943,-1.58632188304506
"95",2022-11-01,3.41809604654242,2.67825723525089,5.02848828959669
"96",2022-12-01,-1.35746728461727,-1.4711989253462,-2.3833417926687
"97",2023-01-01,-1.40449444222159,0.795053003533569,0.150226868473897
"98",2023-02-01,-0.456456407545129,-1.14001142424998,-0.72974180700158
"99",2023-03-01,0.933926541837002,0.908177705312071,2.1039932786049
"100",2023-04-01,-1.541040570692,-0.0172431162542899,-0.695470956074588
"101",2023-05-01,-3.88962173013978,-2.91252328949654,-2.64353774951406
"102",2023-06-01,0.864640997801963,0.857773472023848,0.935672514619883
"103",2023-07-01,0.214287894112723,-1.43072975271915,0.82025241069636
"104",2023-08-01,-0.672201261079516,-0.822792632224775,-2.71144126778218
"105",2023-09-01,1.91082661052247,0.570492867577805,1.47309127677939
"106",2023-10-01,2.05250742327342,0.0522225083632506,0.521609538002981
"107",2023-11-01,-0.273975389733162,0.690540206401854,1.76683739421162
"108",2023-12-01,0.433839479392625,0.188323917137476,0.355673814765732
"109",2024-01-01,-1.11153467394675,-0.686704829851648,-1.07417191995684
"110",2024-02-01,1.47961241905711,-0.223007560335974,-0.578037553792766
"111",2024-03-01,0.732600732600733,-0.0681942159950233,0.409493491996808
"112",2024-04-01,-1.38781454488513,-1.68329926984204,-0.616014850843381
"113",2024-05-01,0.910685150093039,-1.06050961689208,0.0680827864077105
"114",2024-06-01,-1.23239436619718,-0.950987564008778,-0.265551979603424
"115",2024-07-01,-0.186219739292365,-1.00904452264146,0.091964372085417
"116",2024-08-01,0.525732060923311,0.251594302739802,-0.457637512454361
"117",2024-09-01,-0.63125947512483,-3.74742356053042,-2.11828602458101
"118",2024-10-01,-1.10453769300111,-0.283221741387527,-1.34282286374476
"119",2024-11-01,1.23762379353901,0.432209706575157,1.0230179028133
"120",2024-12-01,0.400427934858805,-0.357214059940269,-0.991187544832898
"121",2025-01-01,-0.0282177785441866,-0.976753283769543,-1.71835540691938
"122",2025-02-01,0.824175824175824,-0.949947383103855,0.259709838628008
"123",2025-03-01,-3.44065477161811,-4.17587186048547,-2.6230563820986
"124",2025-04-01,-0.308851721117086,-0.0224288282468423,-0.286121792644871
"125",2025-05-01,0.172651930062901,1.4020240288089,1.73404728477467
