"","LUXU.PA.Open","LUXU.PA.High","LUXU.PA.Low","LUXU.PA.Close","LUXU.PA.Volume","LUXU.PA.Adjusted"
"69",109.862998962402,109.862998962402,109.862998962402,109.862998962402,0,109.862998962402
"70",108.915901184082,108.915901184082,108.915901184082,108.915901184082,0,108.915901184082
"71",108.551696777344,108.551696777344,108.551696777344,108.551696777344,0,108.551696777344
"72",108.565399169922,108.565399169922,108.565399169922,108.565399169922,0,108.565399169922
"73",108.404296875,108.404296875,108.404296875,108.404296875,0,108.404296875
"74",107.185699462891,107.185699462891,107.185699462891,107.185699462891,0,107.185699462891
"75",107.383102416992,107.383102416992,107.383102416992,107.383102416992,0,107.383102416992
"76",107.676200866699,107.676200866699,107.676200866699,107.676200866699,0,107.676200866699
"77",107.380996704102,107.380996704102,107.380996704102,107.380996704102,0,107.380996704102
"78",107.539497375488,107.539497375488,107.539497375488,107.539497375488,0,107.539497375488
"79",108.354598999023,108.354598999023,108.354598999023,108.354598999023,0,108.354598999023
"80",108.984397888184,108.984397888184,108.984397888184,108.984397888184,0,108.984397888184
"81",108.515296936035,108.515296936035,108.515296936035,108.515296936035,0,108.515296936035
"82",107.367599487305,107.367599487305,107.367599487305,107.367599487305,0,107.367599487305
"83",106.734001159668,106.734001159668,106.734001159668,106.734001159668,0,106.734001159668
"84",107.739303588867,107.739303588867,107.739303588867,107.739303588867,0,107.739303588867
"85",106.859901428223,106.859901428223,106.859901428223,106.859901428223,0,106.859901428223
"86",106.683296203613,106.683296203613,106.683296203613,106.683296203613,0,106.683296203613
"87",106.637802124023,106.637802124023,106.637802124023,106.637802124023,0,106.637802124023
"88",108.560302734375,108.560302734375,108.560302734375,108.560302734375,0,108.560302734375
"89",108.065498352051,108.065498352051,108.065498352051,108.065498352051,0,108.065498352051
"90",107.405403137207,107.405403137207,107.405403137207,107.405403137207,0,107.405403137207
"91",107.213600158691,107.213600158691,107.213600158691,107.213600158691,0,107.213600158691
"92",108.412101745605,108.412101745605,108.412101745605,108.412101745605,0,108.412101745605
"93",108.775199890137,108.775199890137,108.775199890137,108.775199890137,0,108.775199890137
"94",109.065498352051,109.065498352051,109.065498352051,109.065498352051,0,109.065498352051
"95",109.293197631836,109.293197631836,109.293197631836,109.293197631836,0,109.293197631836
"96",109.22989654541,109.22989654541,109.22989654541,109.22989654541,0,109.22989654541
"97",109.491897583008,109.491897583008,109.491897583008,109.491897583008,0,109.491897583008
"98",108.941398620605,108.941398620605,108.941398620605,108.941398620605,0,108.941398620605
"99",108.917900085449,108.917900085449,108.917900085449,108.917900085449,0,108.917900085449
"100",107.055198669434,107.055198669434,107.055198669434,107.055198669434,0,107.055198669434
"101",107.203002929688,107.203002929688,107.203002929688,107.203002929688,0,107.203002929688
"102",106.946899414062,106.946899414062,106.946899414062,106.946899414062,0,106.946899414062
"103",105.610000610352,105.610000610352,105.610000610352,105.610000610352,0,105.610000610352
"104",105.436401367188,105.436401367188,105.436401367188,105.436401367188,0,105.436401367188
"105",105.958099365234,105.958099365234,105.958099365234,105.958099365234,0,105.958099365234
"106",107.139701843262,107.139701843262,107.139701843262,107.139701843262,0,107.139701843262
"107",106.820701599121,106.820701599121,106.820701599121,106.820701599121,0,106.820701599121
"108",105.425201416016,105.425201416016,105.425201416016,105.425201416016,0,105.425201416016
"109",105.502403259277,105.502403259277,105.502403259277,105.502403259277,0,105.502403259277
"110",105.267097473145,105.267097473145,105.267097473145,105.267097473145,0,105.267097473145
"111",107.030403137207,107.030403137207,107.030403137207,107.030403137207,0,107.030403137207
"112",107.414100646973,107.414100646973,107.414100646973,107.414100646973,0,107.414100646973
"113",106.909896850586,106.909896850586,106.909896850586,106.909896850586,0,106.909896850586
"114",105.761901855469,105.761901855469,105.761901855469,105.761901855469,0,105.761901855469
"115",106.21369934082,106.21369934082,106.21369934082,106.21369934082,0,106.21369934082
"116",106.281898498535,106.281898498535,106.281898498535,106.281898498535,0,106.281898498535
"117",107.832298278809,107.832298278809,107.832298278809,107.832298278809,0,107.832298278809
"118",107.542999267578,107.542999267578,107.542999267578,107.542999267578,0,107.542999267578
"119",109.494697570801,109.494697570801,109.494697570801,109.494697570801,0,109.494697570801
"120",109.38330078125,109.38330078125,109.38330078125,109.38330078125,0,109.38330078125
"121",108.87329864502,108.87329864502,108.87329864502,108.87329864502,0,108.87329864502
"122",108.733100891113,108.733100891113,108.733100891113,108.733100891113,0,108.733100891113
"123",108.965797424316,108.965797424316,108.965797424316,108.965797424316,0,108.965797424316
"124",106.031600952148,106.031600952148,106.031600952148,106.031600952148,0,106.031600952148
"125",105.477600097656,105.477600097656,105.477600097656,105.477600097656,0,105.477600097656
"126",107.058898925781,107.058898925781,107.058898925781,107.058898925781,0,107.058898925781
"127",107.369697570801,107.369697570801,107.369697570801,107.369697570801,0,107.369697570801
"128",107.102798461914,107.102798461914,107.102798461914,107.102798461914,0,107.102798461914
"129",106.000503540039,106.000503540039,106.000503540039,106.000503540039,0,106.000503540039
"130",104.727897644043,104.727897644043,104.727897644043,104.727897644043,0,104.727897644043
"131",103.499298095703,103.499298095703,103.499298095703,103.499298095703,0,103.499298095703
"132",104.720802307129,104.720802307129,104.720802307129,104.720802307129,0,104.720802307129
"133",107.115303039551,107.115303039551,107.115303039551,107.115303039551,0,107.115303039551
